EDAM_data:0005, "Resource type"
EDAM_operation:3205, "Methylation calling"
EDAM_operation:3206, "Methylation level analysis (global)"
EDAM_operation:3207, "Methylation level analysis (gene-specific)"
EDAM_operation:3208, "Genome visualisation"
EDAM_operation:3209, "Genome comparison"
EDAM_operation:3211, "Genome indexing"
EDAM_operation:3212, "Genome indexing (Burrows-Wheeler)"
EDAM_operation:3213, "Genome indexing (suffix arrays)"
EDAM_operation:3214, "Spectral analysis"
EDAM_operation:3215, "Peak detection"
EDAM_operation:3216, "Scaffolding"
EDAM_operation:3217, "Scaffold gap completion"
EDAM_operation:3218, "Sequencing quality control"
EDAM_operation:3219, "Read pre-processing"
EDAM_operation:3221, "Species frequency estimation"
EDAM_operation:3222, "Peak calling"
EDAM_operation:3223, "Differential expression analysis"
EDAM_operation:3224, "Gene set testing"
EDAM_operation:3225, "Variant classification"
EDAM_operation:3226, "Variant prioritization"
EDAM_operation:3227, "Variant calling"
EDAM_operation:3228, "Structural variation discovery"
EDAM_operation:3229, "Exome analysis"
EDAM_operation:3230, "Read depth analysis"
EDAM_operation:3232, "Gene expression QTL analysis"
EDAM_operation:3233, "Copy number estimation"
EDAM_operation:3237, "Primer removal"
EDAM_operation:3258, "Transcriptome assembly"
EDAM_operation:3259, "Transcriptome assembly (de novo)"
EDAM_operation:3260, "Transcriptome assembly (mapping)"
EDAM_operation:3267, "Sequence coordinate conversion"
EDAM_operation:3278, "Document similarity calculation"
EDAM_operation:3279, "Document clustering"
EDAM_operation:3280, "Named entity recognition"
EDAM_operation:3282, "ID mapping"
EDAM_operation:3283, "Anonymisation"
EDAM_operation:3289, "ID retrieval"
EDAM_operation:3348, "Sequence checksum generation"
EDAM_operation:3349, "Bibliography generation"
EDAM_operation:3350, "Protein quaternary structure prediction"
EDAM_operation:3351, "Protein surface analysis"
EDAM_operation:3352, "Ontology comparison"
EDAM_operation:3353, "Ontology comparison"
EDAM_operation:3357, "Format detection"
EDAM_operation:3359, "Splitting"
EDAM_operation:3429, "Generation"
EDAM_operation:3430, "Nucleic acid sequence feature detection"
EDAM_operation:3431, "Deposition"
EDAM_operation:3432, "Clustering"
EDAM_operation:3433, "Assembly"
EDAM_operation:3434, "Conversion"
EDAM_operation:3435, "Standardization and normalization"
EDAM_operation:3436, "Aggregation"
EDAM_operation:3437, "Article comparison"
EDAM_operation:3438, "Calculation"
EDAM_operation:3439, "Pathway or network prediction"
EDAM_operation:3440, "Genome assembly"
EDAM_operation:3441, "Plotting"
EDAM_operation:3443, "Image analysis"
EDAM_operation:3445, "Diffraction data analysis"
EDAM_operation:3446, "Cell migration analysis"
EDAM_operation:3447, "Diffraction data reduction"
EDAM_operation:3450, "Neurite measurement"
EDAM_operation:3453, "Diffraction data integration"
EDAM_operation:3454, "Phasing"
EDAM_operation:3455, "Molecular replacement"
EDAM_operation:3456, "Rigid body refinement"
EDAM_operation:3457, "Single particle analysis"
EDAM_operation:3458, "Single particle alignment and classification"
EDAM_operation:3459, "Functional clustering"
EDAM_operation:3460, "Taxonomic classification"
EDAM_operation:3461, "Virulence prediction"
EDAM_operation:3463, "Gene expression correlation analysis"
EDAM_operation:3469, "RNA structure covariance model generation"
EDAM_operation:3470, "RNA secondary structure prediction (shape-based)"
EDAM_operation:3471, "Nucleic acid alignment folding prediction (alignment-based)"
EDAM_operation:3472, "k-mer counting"
EDAM_operation:3478, "Phylogenetic tree reconstruction"
EDAM_operation:3480, "Probabilistic data generation"
EDAM_operation:3481, "Probabilistic sequence generation"
EDAM_operation:3482, "Antimicrobial resistance prediction"
EDAM_operation:3501, "Enrichment"
EDAM_operation:3502, "Chemical class enrichment"
EDAM_operation:3503, "Incident curve plotting"
EDAM_operation:3504, "Variant pattern analysis"
EDAM_operation:3545, "Mathematical modelling"
EDAM_topic:0003, "Topic"
EDAM_topic:0077, "Nucleic acids"
EDAM_topic:0078, "Proteins"
EDAM_topic:0079, "Metabolites"
EDAM_topic:0080, "Sequence analysis"
EDAM_topic:0081, "Structure analysis"
EDAM_topic:0082, "Structure prediction"
EDAM_topic:0083, "Alignment"
EDAM_topic:0084, "Phylogeny"
EDAM_topic:0085, "Functional genomics"
EDAM_topic:0089, "Ontology and terminology"
EDAM_topic:0090, "Data search, query and retrieval"
EDAM_topic:0091, "Bioinformatics"
EDAM_topic:0092, "Data visualisation"
EDAM_topic:0094, "Nucleic acid thermodynamics"
EDAM_topic:0097, "Nucleic acid structure analysis"
EDAM_topic:0099, "RNA"
EDAM_topic:0100, "Nucleic acid restriction"
EDAM_topic:0102, "Mapping"
EDAM_topic:0107, "Genetic codes and codon usage"
EDAM_topic:0108, "Protein expression"
EDAM_topic:0109, "Gene finding"
EDAM_topic:0110, "Transcription"
EDAM_topic:0111, "Promoters"
EDAM_topic:0112, "Nucleic acid folding"
EDAM_topic:0114, "Gene structure"
EDAM_topic:0121, "Proteomics"
EDAM_topic:0122, "Structural genomics"
EDAM_topic:0123, "Protein properties"
EDAM_topic:0128, "Protein interactions"
EDAM_topic:0130, "Protein folding, stability and design"
EDAM_topic:0133, "Two-dimensional gel electrophoresis"
EDAM_topic:0134, "Mass spectrometry"
EDAM_topic:0135, "Protein microarrays"
EDAM_topic:0137, "Protein hydropathy"
EDAM_topic:0140, "Protein targeting and localization"
EDAM_topic:0141, "Protein cleavage sites and proteolysis"
EDAM_topic:0143, "Protein structure comparison"
EDAM_topic:0144, "Protein residue interactions"
EDAM_topic:0147, "Protein-protein interactions"
EDAM_topic:0148, "Protein-ligand interactions"
EDAM_topic:0149, "Protein-nucleic acid interactions"
EDAM_topic:0150, "Protein design"
EDAM_topic:0151, "G protein-coupled receptors (GPCR)"
EDAM_topic:0152, "Carbohydrates"
EDAM_topic:0153, "Lipids"
EDAM_topic:0154, "Small molecules"
EDAM_topic:0156, "Sequence editing"
EDAM_topic:0157, "Sequence composition, complexity and repeats"
EDAM_topic:0158, "Sequence motifs"
EDAM_topic:0159, "Sequence comparison"
EDAM_topic:0160, "Sequence sites, features and motifs"
EDAM_topic:0163, "Sequence database search"
EDAM_topic:0164, "Sequence clustering"
EDAM_topic:0166, "Protein structural motifs and surfaces"
EDAM_topic:0167, "Structural (3D) profiles"
EDAM_topic:0172, "Protein structure prediction"
EDAM_topic:0173, "Nucleic acid structure prediction"
EDAM_topic:0174, "Ab initio structure prediction"
EDAM_topic:0175, "Homology modelling"
EDAM_topic:0176, "Molecular dynamics"
EDAM_topic:0177, "Molecular docking"
EDAM_topic:0178, "Protein secondary structure prediction"
EDAM_topic:0179, "Protein tertiary structure prediction"
EDAM_topic:0180, "Protein fold recognition"
EDAM_topic:0182, "Sequence alignment"
EDAM_topic:0183, "Structure alignment"
EDAM_topic:0184, "Threading"
EDAM_topic:0188, "Sequence profiles and HMMs"
EDAM_topic:0191, "Phylogeny reconstruction"
EDAM_topic:0194, "Phylogenomics"
EDAM_topic:0195, "Virtual PCR"
EDAM_topic:0196, "Sequence assembly"
EDAM_topic:0199, "Genetic variation"
EDAM_topic:0200, "Microarrays"
EDAM_topic:0202, "Pharmacology"
EDAM_topic:0203, "Gene expression"
EDAM_topic:0204, "Gene regulation"
EDAM_topic:0208, "Pharmacogenomics"
EDAM_topic:0209, "Medicinal chemistry"
EDAM_topic:0210, "Fish"
EDAM_topic:0211, "Flies"
EDAM_topic:0213, "Mice or rats"
EDAM_topic:0215, "Worms"
EDAM_topic:0217, "Literature analysis"
EDAM_topic:0218, "Data mining"
EDAM_topic:0219, "Data deposition, annotation and curation"
EDAM_topic:0220, "File management"
EDAM_topic:0221, "Sequence annotation"
EDAM_topic:0222, "Genome annotation"
EDAM_topic:0593, "NMR"
EDAM_topic:0594, "Sequence classification"
EDAM_topic:0595, "Protein classification"
EDAM_topic:0598, "Sequence motif or profile"
EDAM_topic:0601, "Protein modifications"
EDAM_topic:0602, "Molecular interactions, pathways and networks"
EDAM_topic:0605, "Informatics"
EDAM_topic:0606, "Literature data resources"
EDAM_topic:0607, "Laboratory information management"
EDAM_topic:0608, "Cell and tissue culture"
EDAM_topic:0610, "Ecology"
EDAM_topic:0611, "Electron microscopy"
EDAM_topic:0612, "Cell cycle"
EDAM_topic:0613, "Peptides and amino acids"
EDAM_topic:0616, "Organelles"
EDAM_topic:0617, "Ribosomes"
EDAM_topic:0618, "Scents"
EDAM_topic:0620, "Drugs and target structures"
EDAM_topic:0621, "Organisms"
EDAM_topic:0622, "Genomics"
EDAM_topic:0623, "Gene families"
EDAM_topic:0624, "Chromosomes"
EDAM_topic:0625, "Genotype and phenotype"
EDAM_topic:0629, "Gene expression and microarray"
EDAM_topic:0632, "Sequence design"
EDAM_topic:0634, "Pathology"
EDAM_topic:0635, "Specific protein resources"
EDAM_topic:0637, "Taxonomy"
EDAM_topic:0639, "Protein sequence analysis"
EDAM_topic:0640, "Nucleic acid sequence analysis"
EDAM_topic:0641, "Repeat sequences"
EDAM_topic:0642, "Low complexity sequences"
EDAM_topic:0644, "Proteome"
EDAM_topic:0654, "DNA"
EDAM_topic:0655, "Coding RNA"
EDAM_topic:0659, "Functional, regulatory and non-coding RNA"
EDAM_topic:0660, "rRNA"
EDAM_topic:0663, "tRNA"
EDAM_topic:0694, "Protein secondary structure"
EDAM_topic:0697, "RNA structure"
EDAM_topic:0698, "Protein tertiary structure"
EDAM_topic:0722, "Nucleic acid classification"
EDAM_topic:0724, "Protein families"
EDAM_topic:0736, "Protein domains and folds"
EDAM_topic:0740, "Nucleic acid sequence alignment"
EDAM_topic:0741, "Protein sequence alignment"
EDAM_topic:0747, "Nucleic acid sites and features"
EDAM_topic:0748, "Protein sites and features"
EDAM_topic:0749, "Transcription factors and regulatory sites"
EDAM_topic:0751, "Phosphorylation sites"
EDAM_topic:0753, "Metabolic pathways"
EDAM_topic:0754, "Signaling pathways"
EDAM_topic:0767, "Protein and peptide identification"
EDAM_topic:0769, "Workflows"
EDAM_topic:0770, "Data types and objects"
EDAM_topic:0771, "Theoretical biology"
EDAM_topic:0779, "Mitochondria"
EDAM_topic:0780, "Plants"
EDAM_topic:0781, "Viruses"
EDAM_topic:0782, "Fungi"
EDAM_topic:0783, "Pathogens"
EDAM_topic:0786, "Arabidopsis"
EDAM_topic:0787, "Rice"
EDAM_topic:0796, "Genetic mapping and linkage"
EDAM_topic:0797, "Comparative genomics"
EDAM_topic:0798, "Mobile genetic elements"
EDAM_topic:0803, "Human disease"
EDAM_topic:0804, "Immunology"
EDAM_topic:0820, "Membrane and  lipoproteins"
EDAM_topic:0821, "Enzymes"
EDAM_topic:0922, "Primers"
EDAM_topic:1302, "PolyA signal or sites"
EDAM_topic:1304, "CpG island and isochores"
EDAM_topic:1305, "Restriction sites"
EDAM_topic:1307, "Splice sites"
EDAM_topic:1308, "Matrix/scaffold attachment sites"
EDAM_topic:1311, "Operon"
EDAM_topic:1312, "Promoters"
EDAM_topic:1317, "Structural biology"
EDAM_topic:1456, "Protein membrane regions"
EDAM_topic:1770, "Structure comparison"
EDAM_topic:1775, "Function analysis"
EDAM_topic:1811, "Prokaryotes and archae"
EDAM_topic:2225, "Protein databases"
EDAM_topic:2226, "Structure determination"
EDAM_topic:2229, "Cell biology"
EDAM_topic:2230, "Classification"
EDAM_topic:2232, "Lipoproteins"
EDAM_topic:2257, "Phylogeny visualisation"
EDAM_topic:2258, "Cheminformatics"
EDAM_topic:2259, "Systems biology"
EDAM_topic:2269, "Statistics"
EDAM_topic:2271, "Structure database search"
EDAM_topic:2275, "Molecular modelling"
EDAM_topic:2276, "Protein function prediction"
EDAM_topic:2277, "SNP"
EDAM_topic:2278, "Transmembrane protein prediction"
EDAM_topic:2280, "Nucleic acid structure comparison"
EDAM_topic:2397, "Exons"
EDAM_topic:2399, "Gene transcription features"
EDAM_topic:2533, "DNA mutation"
EDAM_topic:2640, "Oncology"
EDAM_topic:2661, "Toxins and targets"
EDAM_topic:2754, "Introns"
EDAM_topic:2807, "Tool topic"
EDAM_topic:2809, "Study topic"
EDAM_topic:2811, "Nomenclature"
EDAM_topic:2813, "Disease genes and proteins"
EDAM_topic:2814, "Protein structure analysis"
EDAM_topic:2815, "Humans"
EDAM_topic:2816, "Gene resources"
EDAM_topic:2817, "Yeast"
EDAM_topic:2818, "Eukaryotes"
EDAM_topic:2819, "Invertebrates"
EDAM_topic:2820, "Vertebrates"
EDAM_topic:2821, "Unicellular eukaryotes"
EDAM_topic:2826, "Protein structure alignment"
EDAM_topic:2828, "X-ray diffraction"
EDAM_topic:2829, "Ontologies, nomenclature and classification"
EDAM_topic:2830, "Immunoproteins, genes and antigens"
EDAM_topic:2839, "Molecules"
EDAM_topic:2840, "Toxicology"
EDAM_topic:2842, "High-throughput sequencing"
EDAM_topic:2844, "Structural clustering"
EDAM_topic:2846, "Gene regulatory networks"
EDAM_topic:2847, "Disease (specific)"
EDAM_topic:2867, "VNTR"
EDAM_topic:2868, "Microsatellites"
EDAM_topic:2869, "RFLP"
EDAM_topic:2885, "DNA polymorphism"
EDAM_topic:2953, "Nucleic acid design"
EDAM_topic:3032, "Primer or probe design"
EDAM_topic:3038, "Structure databases"
EDAM_topic:3039, "Nucleic acid structure"
EDAM_topic:3041, "Sequence databases"
EDAM_topic:3042, "Nucleic acid sequences"
EDAM_topic:3043, "Protein sequences"
EDAM_topic:3044, "Protein interaction networks"
EDAM_topic:3047, "Molecular biology"
EDAM_topic:3048, "Mammals"
EDAM_topic:3050, "Biodiversity"
EDAM_topic:3052, "Sequence clusters and classification"
EDAM_topic:3053, "Genetics"
EDAM_topic:3055, "Quantitative genetics"
EDAM_topic:3056, "Population genetics"
EDAM_topic:3060, "Regulatory RNA"
EDAM_topic:3061, "Documentation and help"
EDAM_topic:3062, "Genetic organisation"
EDAM_topic:3063, "Medical informatics"
EDAM_topic:3064, "Developmental biology"
EDAM_topic:3065, "Embryology"
EDAM_topic:3067, "Anatomy"
EDAM_topic:3068, "Literature and reference"
EDAM_topic:3070, "Biology"
EDAM_topic:3071, "Data management"
EDAM_topic:3072, "Sequence feature detection"
EDAM_topic:3073, "Nucleic acid feature detection"
EDAM_topic:3074, "Protein feature detection"
EDAM_topic:3075, "Biological system modelling"
EDAM_topic:3077, "Data acquisition"
EDAM_topic:3078, "Genes and proteins resources"
EDAM_topic:3118, "Protein topological domains"
EDAM_topic:3120, "Protein variants"
EDAM_topic:3123, "Expression signals"
EDAM_topic:3125, "DNA binding sites"
EDAM_topic:3126, "Nucleic acid repeats"
EDAM_topic:3127, "DNA replication and recombination"
EDAM_topic:3135, "Signal or transit peptide"
EDAM_topic:3139, "Sequence tagged sites"
EDAM_topic:3168, "Sequencing"
EDAM_topic:3169, "ChIP-seq"
EDAM_topic:3170, "RNA-Seq"
EDAM_topic:3171, "DNA methylation"
EDAM_topic:3172, "Metabolomics"
EDAM_topic:3173, "Epigenomics"
EDAM_topic:3174, "Metagenomics"
EDAM_topic:3175, "Structural variation"
EDAM_topic:3176, "DNA packaging"
EDAM_topic:3177, "DNA-Seq"
EDAM_topic:3178, "RNA-Seq alignment"
EDAM_topic:3179, "ChIP-on-chip"
EDAM_topic:3263, "Data security"
EDAM_topic:3277, "Sample collections"
EDAM_topic:3292, "Biochemistry"
EDAM_topic:3293, "Phylogenetics"
EDAM_topic:3295, "Epigenetics"
EDAM_topic:3297, "Biotechnology"
EDAM_topic:3298, "Phenomics"
EDAM_topic:3299, "Evolutionary biology"
EDAM_topic:3300, "Physiology"
EDAM_topic:3301, "Microbiology"
EDAM_topic:3302, "Parasitology"
EDAM_topic:3303, "Medicine"
EDAM_topic:3304, "Neurobiology"
EDAM_topic:3305, "Public health and epidemiology"
EDAM_topic:3306, "Biophysics"
EDAM_topic:3307, "Computational biology"
EDAM_topic:3308, "Transcriptomics"
EDAM_topic:3314, "Chemistry"
EDAM_topic:3315, "Mathematics"
EDAM_topic:3316, "Computer science"
EDAM_topic:3318, "Physics"
EDAM_topic:3320, "RNA splicing"
EDAM_topic:3321, "Molecular genetics"
EDAM_topic:3322, "Respiratory medicine"
EDAM_topic:3323, "Metabolic disease"
EDAM_topic:3324, "Infectious disease"
EDAM_topic:3325, "Rare diseases"
EDAM_topic:3332, "Computational chemistry"
EDAM_topic:3334, "Neurology"
EDAM_topic:3335, "Cardiology"
EDAM_topic:3336, "Drug discovery"
EDAM_topic:3337, "Biobank"
EDAM_topic:3338, "Mouse clinic"
EDAM_topic:3339, "Microbial collection"
EDAM_topic:3340, "Cell culture collection"
EDAM_topic:3341, "Clone library"
EDAM_topic:3342, "Translational medicine"
EDAM_topic:3343, "Compound libraries and screening"
EDAM_topic:3344, "Biomedical science"
EDAM_topic:3345, "Data identity and mapping"
EDAM_topic:3346, "Sequence search"
EDAM_topic:3360, "Biomarkers"
EDAM_topic:3361, "Laboratory techniques"
EDAM_topic:3365, "Data analysis"
EDAM_topic:3366, "Data integration"
EDAM_topic:3368, "Biomaterials"
EDAM_topic:3369, "Chemical biology"
EDAM_topic:3370, "Analytical chemistry"
EDAM_topic:3371, "Synthetic chemistry"
EDAM_topic:3372, "Computer programming"
EDAM_topic:3373, "Drug development"
EDAM_topic:3374, "Drug formulation and delivery"
EDAM_topic:3375, "Pharmacokinetics and pharmacodynamics"
EDAM_topic:3376, "Medicine research and development"
EDAM_topic:3376, "Medicines research and development"
EDAM_topic:3377, "Safety sciences"
EDAM_topic:3378, "Pharmacovigilence"
EDAM_topic:3379, "Preclinical and clinical studies"
EDAM_topic:3382, "Imaging"
EDAM_topic:3383, "Biological imaging"
EDAM_topic:3384, "Medical imaging"
EDAM_topic:3385, "Light microscopy"
EDAM_topic:3386, "Laboratory animal science"
EDAM_topic:3387, "Marine biology"
EDAM_topic:3388, "Molecular medicine"
EDAM_topic:3390, "Nutritional science"
EDAM_topic:3391, "Omics"
EDAM_topic:3393, "Quality affairs"
EDAM_topic:3394, "Regulatory affairs"
EDAM_topic:3395, "Regnerative medicine"
EDAM_topic:3396, "Systems medicine"
EDAM_topic:3397, "Veterinary medicine"
EDAM_topic:3398, "Bioengineering"
EDAM_topic:3399, "Geriatric medicine"
EDAM_topic:3400, "Allergy, clinical immunology and immunotherapeutics."
EDAM_topic:3401, "Pain medicine"
EDAM_topic:3402, "Anaesthesiology"
EDAM_topic:3403, "Critical care medicine"
EDAM_topic:3404, "Dermatology"
EDAM_topic:3405, "Dentistry"
EDAM_topic:3406, "Ear, nose and throat medicine"
EDAM_topic:3407, "Endocrinology and metabolism"
EDAM_topic:3408, "Haematology"
EDAM_topic:3409, "Gastroenterology"
EDAM_topic:3410, "Gender medicine"
EDAM_topic:3411, "Gynaecology and obstetrics"
EDAM_topic:3412, "Hepatic and biliary medicine"
EDAM_topic:3413, "Infectious tropical disease"
EDAM_topic:3414, "Trauma medicine"
EDAM_topic:3415, "Medical toxicology"
EDAM_topic:3416, "Musculoskeletal medicine"
EDAM_topic:3417, "Opthalmology"
EDAM_topic:3418, "Paediatrics"
EDAM_topic:3419, "Psychiatry"
EDAM_topic:3420, "Reproductive health"
EDAM_topic:3421, "Surgery"
EDAM_topic:3422, "Urology and nephrology"
EDAM_topic:3423, "Complementary medicine"
EDAM_topic:3444, "MRI"
EDAM_topic:3448, "Neutron diffraction"
EDAM_topic:3452, "Tomography"
EDAM_topic:3473, "Data mining"
EDAM_topic:3474, "Machine learning"
EDAM_topic:3489, "Biological databases"
EDAM_topic:3500, "Animals"
EDAM_topic:3510, "Protein sites, features and motifs"
EDAM_topic:3511, "Nucleic acid sites, features and motifs"
EDAM_topic:3512, "Gene transcript features"
EDAM_topic:3514, "Protein-ligand interactions"
EDAM_topic:3515, "Protein-drug interactions"
EDAM_topic:3516, "Genotyping experiment"
EDAM_topic:3517, "GWAS study"
EDAM_topic:3518, "Microarray experiment"
EDAM_topic:3519, "PCR experiment"
EDAM_topic:3520, "Proteomics experiment"
EDAM_topic:3521, "2D PAGE experiment"
EDAM_topic:3522, "Northern blot experiment"
EDAM_topic:3523, "RNAi experiment"
EDAM_topic:3524, "Simulation experiment"
EDAM_topic:3525, "Protein-nucleic acid interactions"
EDAM_topic:3526, "Protein-protein interactions"
EDAM_topic:3527, "Cellular process pathways"
EDAM_topic:3528, "Disease pathways"
EDAM_topic:3529, "Environmental information processing pathways"
EDAM_topic:3530, "Genetic information processing pathways"
EDAM_topic:3531, "Protein super-secondary structure"
EDAM_topic:3533, "Protein active sites"
EDAM_topic:3534, "Protein binding sites"
EDAM_topic:3535, "Protein-nucleic acid binding sites"
EDAM_topic:3536, "Protein cleavage sites"
EDAM_topic:3537, "Protein chemical modifications"
EDAM_topic:3538, "Protein disordered structure"
EDAM_topic:3539, "Protein domains"
EDAM_topic:3540, "Protein key folding sites"
EDAM_topic:3541, "Protein post-translational modifications"
EDAM_topic:3542, "Protein secondary structure"
EDAM_topic:3543, "Protein sequence repeats"
EDAM_topic:3544, "Protein signal peptides"
